,location,total_sqft,bath,price,bhk
65,"Adyar, Chennai",1662.0,3,85.5,3
66,"Adyar, Chennai",1280.0,2,60.0,2
67,"Adyar, Chennai",1666.0,3,95.0,3
68,"Adyar, Chennai",1575.0,3,90.0,3
69,Ambattur,1430.0,2,75.0,3
70,Ambattur,1419.0,2,73.0,3
71,Ambattur,1280.0,2,60.0,2
72,Ambattur,1200.0,2,50.0,2
73,Ambattur,1092.0,2,60.0,2
74,Ambattur,1690.0,3,85.0,3
75,Ambattur,1897.0,4,93.0,3
76,Ambattur,1884.0,3,98.0,3
77,Ambattur,1314.0,2,68.8,2
78,Ambattur,1690.0,3,85.0,3
79,Ambattur,1265.0,2,67.0,2
80,Ambattur,1126.0,2,55.0,2
81,Ambattur,1662.0,3,90.0,3
82,Ambattur,1420.0,2,75.0,3
83,Ambattur,1412.0,2,88.0,3
84,Ambattur,1434.0,3,84.0,3
85,Ambattur,1890.0,4,100.0,3
86,Ambattur,1419.0,2,87.0,3
87,Ambattur,1300.0,2,54.0,2
88,Ambattur,1690.0,3,85.0,3
89,Ambattur,1113.0,2,52.0,2
90,Ambattur,1820.0,4,95.0,3
91,Ambattur,1100.0,2,48.0,2
92,Ambattur,1896.0,3,102.0,3
93,Ambattur,1300.0,2,66.0,2
94,Ambattur,1225.0,2,68.0,2
95,Ambattur,1179.0,2,51.0,2
96,Ambattur,1421.0,2,73.0,3
97,Ambattur,1893.0,4,95.0,3
98,Ambattur,900.0,2,45.0,2
99,Ambattur,1105.0,2,75.0,2
100,Ambattur,1800.0,3,110.0,3
101,Ambattur,1150.0,2,80.0,2
102,Ambattur,1250.0,2,66.25,2
103,Ambattur,1332.0,2,79.0,2
104,Ambattur,1730.0,3,120.0,3
105,Ambattur,1230.0,2,66.25,2
106,Ambattur,1351.0,2,77.0,2
107,Ambattur,1303.0,2,80.0,2
108,Ambattur,1607.0,2,112.0,3
109,Ambattur,770.0,1,43.82,1
110,Ambattur,1700.0,2,76.0,2
111,Ambattur,1060.0,2,58.5,2
112,Ambattur,1650.0,3,100.0,3
113,Ambattur,1607.0,2,112.0,3
114,Ambattur,1198.0,2,80.0,2
115,Ambattur,1935.0,4,130.0,3
116,Ambattur,1424.0,2,90.0,2
117,Ambattur,2225.0,4,169.0,3
118,Ambattur,1862.0,3,120.0,3
119,Ambattur,1850.0,4,139.0,3
120,Ambattur,1936.0,4,126.0,3
121,Ambattur,1862.0,3,119.0,3
122,Ambattur,1424.0,2,90.0,2
123,Ambattur,2150.0,4,125.0,3
124,Ambattur,3530.0,4,290.0,4
125,Ambattur,1856.0,3,120.0,3
126,Ambattur,1852.0,3,130.0,3
127,Ambattur,1850.0,4,120.0,3
128,Ambattur,1367.0,2,86.0,2
129,Ambattur,3565.0,4,255.0,4
130,Ambattur,1409.0,2,95.0,2
131,Ambattur,1950.0,4,120.0,3
132,Ambattur,1921.0,4,129.0,3
133,Ambattur,1920.0,4,121.0,3
134,Ambattur,1935.0,4,125.0,3
135,Ambattur,1852.0,4,122.0,3
136,Ambattur,1950.0,4,120.0,3
137,Ambattur,1852.0,3,125.0,3
138,Ambattur,1850.0,4,121.0,3
139,Ambattur,1425.0,2,94.0,2
140,Ambattur,2395.0,4,150.0,3
141,Ambattur,900.0,2,40.0,2
142,Ambattur,1200.0,2,55.0,2
143,Ambattur,1900.0,3,135.0,3
144,Ambattur,924.0,2,45.0,2
145,Ambattur,900.0,2,60.0,2
146,Ambattur,1100.0,2,45.0,2
147,Ambattur,1200.0,2,55.0,2
148,Ambattur,1450.0,2,85.0,3
149,Ambattur,1200.0,2,55.0,2
150,Ambattur,1250.0,2,79.0,2
151,Ambattur,1190.0,2,50.0,2
152,Ambattur,1202.0,2,65.0,2
153,Ambattur,1340.0,2,75.0,2
154,Ambattur,2650.0,4,175.0,3
155,Ambattur,1450.0,2,90.0,3
156,Ambattur,1025.0,2,42.0,2
157,Ambattur,485.0,1,19.5,1
158,Ambattur,1167.0,2,43.76,2
159,Ambattur,1000.0,2,55.0,2
160,Ambattur,1141.0,2,42.79,2
161,Ambattur,1200.0,2,67.0,2
162,Ambattur,1200.0,2,58.0,2
163,Ambattur,1151.0,2,43.1,2
164,Ambattur,1141.0,2,42.75,2
165,Ambattur,900.0,2,48.0,2
166,Ambattur,1749.0,4,90.0,4
167,Ambattur,1151.0,2,42.9,2
168,Ambattur,1250.0,2,45.0,2
169,Ambattur,1151.0,2,43.16,2
170,Ambattur,1200.0,2,58.0,2
171,Ambattur,1200.0,2,66.0,3
172,Ambattur,1415.0,2,74.0,3
173,Ambattur,1200.0,2,50.0,2
174,Ambattur,1141.0,2,50.0,2
175,Ambattur,500.0,1,14.0,1
176,Ambattur,1100.0,2,31.5,2
177,Ambattur,982.0,2,24.55,2
178,Ambattur,500.0,2,14.0,1
179,Ambattur,900.0,2,22.5,2
180,Ambattur,908.0,2,26.0,2
181,Ambattur,870.0,2,36.0,2
182,Ambattur,937.0,2,35.0,2
183,Ambattur,960.0,2,37.0,2
184,Ambattur,500.0,1,14.0,1
185,Ambattur,1000.0,2,29.7,2
186,Ambattur,850.0,2,25.99,2
187,Ambattur,902.0,2,25.26,2
188,Ambattur,1470.0,3,54.0,3
189,Ambattur,810.0,2,25.5,2
190,Ambattur,890.0,2,27.0,2
191,Ambattur,1200.0,2,36.0,2
192,Ambattur,1319.0,3,42.0,3
193,Ambattur,1000.0,2,25.0,2
194,Ambattur,902.0,2,25.0,2
195,Ambattur,930.0,2,25.99,2
196,Ambattur,1074.0,2,26.85,2
197,Ambattur,500.0,1,14.0,1
198,Ambattur,1010.0,2,38.0,2
199,Ambattur,992.0,2,24.8,2
200,Ambattur,656.0,2,22.0,2
201,Ambattur,620.0,2,22.0,2
202,Ambattur,600.0,1,16.5,1
203,Ambattur,925.0,2,40.0,2
204,Ambattur,530.0,1,18.0,1
205,Ambattur,1800.0,3,68.0,3
206,Ambattur,351.0,1,16.0,1
207,Ambattur,1035.0,2,38.3,2
208,Ambattur,888.0,2,34.0,2
209,Ambattur,1200.0,2,36.0,4
210,Ambattur,766.0,2,28.0,2
211,Ambattur,967.0,2,45.0,3
212,Ambattur,620.0,1,23.5,2
213,Ambattur,1150.0,3,45.0,3
214,Ambattur,400.0,1,11.5,1
215,Ambattur,456.0,1,15.0,1
216,Ambattur,2400.0,4,95.0,3
217,Ambattur,420.0,1,12.5,1
218,Ambattur,614.0,1,28.0,2
219,Ambattur,1140.0,2,52.0,2
220,Ambattur,625.0,1,25.0,2
221,Ambattur,1850.0,4,86.0,4
222,Ambattur,1070.0,2,39.0,2
223,Ambattur,1500.0,3,121.0,3
224,Ambattur,1070.0,2,37.0,2
225,Ambattur,950.0,2,40.0,2
226,Ambattur,1280.0,2,45.0,3
227,Ambattur,710.0,2,25.0,2
228,Ambattur,950.0,2,32.0,2
229,Ambattur,1800.0,4,55.0,4
230,Ambattur,1843.0,3,87.54,3
231,Ambattur,1076.0,2,30.13,2
232,Ambattur,950.0,2,30.0,2
233,Ambattur,1750.0,3,100.0,3
234,Ambattur,3198.0,4,200.0,4
235,Ambattur,2422.0,4,160.0,4
236,Ambattur,1750.0,3,100.0,3
237,Ambattur,3200.0,4,205.0,4
238,Ambattur,1728.0,3,95.0,3
239,Ambattur,2062.0,3,140.0,4
240,Ambattur,1732.46,3,92.0,3
241,Ambattur,2062.0,3,150.0,4
242,Ambattur,1224.0,2,70.0,2
243,Ambattur,1777.26,3,105.0,3
244,Ambattur,1650.0,3,82.0,3
245,Ambattur,2062.0,3,140.0,4
246,Ambattur,1650.0,3,82.0,3
247,Ambattur,1224.0,2,67.0,2
248,Ambattur,1723.0,3,95.0,3
249,Ambattur,1777.26,3,89.0,3
250,Ambattur,1777.26,3,92.0,3
251,Ambattur,2060.0,3,140.0,3
252,Ambattur,920.0,2,40.0,2
253,Ambattur,1740.0,2,95.0,3
254,Ambattur,1190.0,2,55.0,2
255,Ambattur,600.0,1,28.0,1
256,Ambattur,2072.0,3,108.0,3
257,Ambattur,1100.0,2,55.0,2
258,Ambattur,900.0,2,50.0,2
259,Ambattur,2710.0,6,142.0,4
260,Ambattur,1240.0,2,60.0,2
261,"Anna Nagar, Chennai",900.0,2,44.5,2
262,"Anna Nagar, Chennai",450.0,1,11.0,1
263,"Anna Nagar, Chennai",1600.0,4,52.8,4
264,"Anna Nagar, Chennai",656.0,2,25.0,2
265,"Anna Nagar, Chennai",400.0,1,11.0,1
266,"Anna Nagar, Chennai",400.0,1,12.0,1
267,"Anna Nagar, Chennai",400.0,1,14.0,1
268,"Anna Nagar, Chennai",500.0,1,17.0,1
269,"Anna Nagar, Chennai",2168.0,4,95.0,4
270,"Anna Nagar, Chennai",395.0,1,10.25,1
271,"Anna Nagar, Chennai",420.0,1,17.0,1
272,"Anna Nagar, Chennai",418.0,1,12.0,1
273,"Anna Nagar, Chennai",1200.0,2,42.0,2
274,"Anna Nagar, Chennai",400.0,1,10.0,1
275,"Anna Nagar, Chennai",695.0,1,25.0,2
276,"Anna Nagar, Chennai",850.0,1,25.0,2
277,"Anna Nagar, Chennai",2400.0,3,120.0,3
278,"Anna Nagar, Chennai",450.0,1,12.5,1
279,"Anna Nagar, Chennai",782.0,1,19.55,1
280,"Anna Nagar, Chennai",656.0,2,25.0,2
281,"Anna Nagar, Chennai",400.0,1,11.5,1
282,"Anna Nagar, Chennai",460.0,1,13.0,1
283,"Anna Nagar, Chennai",418.0,2,11.5,1
284,"Anna Nagar, Chennai",1000.0,2,42.0,2
285,"Anna Nagar, Chennai",550.0,1,11.5,1
286,"Anna Nagar, Chennai",410.0,1,10.0,1
287,"Anna Nagar, Chennai",1700.0,3,65.0,3
288,"Anna Nagar, Chennai",400.0,1,10.25,1
289,"Anna Nagar, Chennai",656.0,2,25.0,2
290,"Anna Nagar, Chennai",1500.0,3,90.0,3
291,"Anna Nagar, Chennai",520.0,1,15.0,1
292,"Anna Nagar, Chennai",1060.0,2,55.0,2
293,"Anna Nagar, Chennai",999.0,2,45.0,2
294,"Anna Nagar, Chennai",2400.0,4,225.0,5
295,"Anna Nagar, Chennai",1194.0,2,65.0,2
296,"Anna Nagar, Chennai",1200.0,2,67.0,2
297,"Anna Nagar, Chennai",2400.0,2,228.0,2
298,"Anna Nagar, Chennai",1194.0,2,65.0,2
299,"Anna Nagar, Chennai",1260.0,5,185.0,3
300,"Anna Nagar, Chennai",950.0,2,52.0,2
301,"Anna Nagar, Chennai",1850.0,3,170.0,3
302,"Anna Nagar, Chennai",1200.0,2,80.0,2
303,"Anna Nagar, Chennai",1274.0,2,70.0,2
304,"Anna Nagar, Chennai",1070.0,2,48.0,2
305,"Anna Nagar, Chennai",1280.0,2,80.0,2
306,"Anna Nagar, Chennai",1100.0,2,70.0,2
307,"Anna Nagar, Chennai",1000.0,2,58.0,2
308,"Anna Nagar, Chennai",2990.0,5,416.0,5
309,"Anna Nagar, Chennai",1265.0,2,55.0,2
310,"Anna Nagar, Chennai",2200.0,3,220.0,3
311,"Anna Nagar, Chennai",2780.0,4,325.0,3
312,"Anna Nagar, Chennai",2400.0,2,360.0,3
313,"Anna Nagar, Chennai",965.0,2,56.0,2
314,"Anna Nagar, Chennai",1147.0,2,75.0,2
315,"Anna Nagar, Chennai",1750.0,3,172.0,3
316,"Anna Nagar, Chennai",1400.0,2,90.0,2
317,"Anna Nagar, Chennai",1200.0,2,70.0,2
318,"Anna Nagar, Chennai",1100.0,2,47.0,2
319,"Anna Nagar, Chennai",930.0,2,46.0,2
320,"Anna Nagar, Chennai",2500.0,3,345.0,3
321,"Anna Nagar, Chennai",1150.0,2,63.0,2
322,"Anna Nagar, Chennai",3300.0,6,165.0,6
323,"Anna Nagar, Chennai",1450.0,2,81.0,3
324,"Anna Nagar, Chennai",1776.0,2,75.0,3
325,"Anna Nagar, Chennai",1458.0,3,79.0,3
326,"Anna Nagar, Chennai",935.0,2,51.5,2
327,"Anna Nagar, Chennai",1020.0,2,46.5,2
328,"Anna Nagar, Chennai",1600.0,3,112.0,3
329,"Anna Nagar, Chennai",1300.0,2,75.0,3
330,"Anna Nagar, Chennai",1540.0,2,78.0,3
331,"Anna Nagar, Chennai",450.0,1,20.0,1
332,"Anna Nagar, Chennai",1196.0,2,56.81,2
333,"Anna Nagar, Chennai",1470.0,2,99.0,3
334,"Anna Nagar, Chennai",1611.0,2,66.0,3
335,"Anna Nagar, Chennai",1675.0,3,75.0,3
336,"Anna Nagar, Chennai",1141.0,2,46.0,2
337,"Anna Nagar, Chennai",1500.0,2,57.0,2
338,"Anna Nagar, Chennai",1050.0,2,45.0,2
339,"Anna Nagar, Chennai",1141.0,2,45.9,2
340,"Anna Nagar, Chennai",1230.0,3,53.0,3
341,"Anna Nagar, Chennai",1105.0,2,40.0,2
342,"Anna Nagar, Chennai",1410.0,2,65.0,3
343,"Anna Nagar, Chennai",1450.0,2,55.99,2
344,"Anna Nagar, Chennai",1100.0,2,38.0,2
345,"Anna Nagar, Chennai",1061.0,2,33.84,2
346,"Anna Nagar, Chennai",1061.0,2,38.95,2
347,"Anna Nagar, Chennai",1061.0,2,34.0,2
348,"Anna Nagar, Chennai",1245.0,2,58.0,2
349,"Anna Nagar, Chennai",1494.0,2,94.55,3
350,"Anna Nagar, Chennai",1274.0,2,81.0,2
351,"Anna Nagar, Chennai",1842.0,3,115.0,3
352,"Anna Nagar, Chennai",1494.0,2,94.55,3
353,"Anna Nagar, Chennai",1274.0,2,81.0,2
354,"Anna Nagar, Chennai",1494.0,2,94.55,3
355,"Anna Nagar, Chennai",1842.0,3,115.0,3
356,"Anna Nagar, Chennai",1842.0,3,115.0,3
357,"Anna Nagar, Chennai",1842.0,3,115.0,3
358,"Anna Nagar, Chennai",1210.0,2,80.9,2
359,"Anna Nagar, Chennai",1210.0,2,72.0,2
360,"Anna Nagar, Chennai",1205.0,2,78.5,2
361,"Anna Nagar, Chennai",790.5,1,41.9,1
362,"Anna Nagar, Chennai",1020.07,2,68.38,2
363,"Anna Nagar, Chennai",1205.47,2,81.0,2
364,"Anna Nagar, Chennai",1007.0,2,65.0,2
365,"Anna Nagar, Chennai",1210.0,2,74.0,2
366,"Anna Nagar, Chennai",1210.0,2,83.0,2
367,"Anna Nagar, Chennai",675.0,1,45.0,1
368,"Anna Nagar, Chennai",656.0,1,43.0,1
369,"Anna Nagar, Chennai",1012.0,2,64.0,2
370,"Anna Nagar, Chennai",1007.0,2,62.0,2
371,"Anna Nagar, Chennai",1007.0,2,67.0,2
372,"Anna Nagar, Chennai",1007.0,2,66.0,2
373,"Anna Nagar, Chennai",645.0,1,34.18,1
374,"Anna Nagar, Chennai",790.5,1,42.295,1
375,"Anna Nagar, Chennai",1012.0,2,65.0,2
376,"Anna Nagar, Chennai",656.0,1,38.77,1
377,"Anna Nagar, Chennai",645.0,1,39.0,1
378,"Anna Nagar, Chennai",645.0,1,41.0,1
379,"Anna Nagar, Chennai",1210.0,2,82.0,2
380,"Anna Nagar, Chennai",656.0,1,34.77,1
381,"Anna Nagar, Chennai",1205.0,2,73.87,2
382,"Anna Nagar, Chennai",1012.0,2,70.0,2
383,"Anna Nagar, Chennai",1007.0,2,68.0,2
384,"Anna Nagar, Chennai",1205.0,2,79.0,2
385,"Anna Nagar, Chennai",1012.0,2,68.0,2
386,"Anna Nagar, Chennai",1077.0,2,37.64,2
387,"Anna Nagar, Chennai",1470.0,2,88.64,3
388,"Anna Nagar, Chennai",1300.0,2,75.0,3
389,"Anna Nagar, Chennai",1800.0,3,115.0,3
390,"Anna Nagar, Chennai",1125.0,2,63.0,2
391,"Anna Nagar, Chennai",1310.0,2,80.0,2
392,"Anna Nagar, Chennai",2600.0,4,135.0,3
393,"Anna Nagar, Chennai",1900.0,2,170.0,3
394,"Anna Nagar, Chennai",1260.0,2,75.0,2
395,"Anna Nagar, Chennai",1170.0,2,46.79,2
396,"Anna Nagar, Chennai",1350.0,2,83.0,3
397,"Anna Nagar, Chennai",1330.0,2,78.0,2
398,"Anna Nagar, Chennai",1400.0,2,78.0,3
399,Arcot Road,1700.0,3,125.0,3
400,Arcot Road,1020.0,2,40.79,2
401,Arcot Road,1600.0,2,63.98,2
402,Arcot Road,1041.0,2,36.44,2
403,Arcot Road,2400.0,1,200.0,1
404,Arcot Road,1390.0,2,86.0,2
405,Arcot Road,1460.0,2,70.0,2
406,Arcot Road,1200.0,2,60.0,2
407,Arcot Road,1290.0,2,80.0,2
408,Arcot Road,2582.0,5,250.0,3
409,Arcot Road,1186.0,2,65.0,2
410,Arcot Road,1650.0,3,101.0,3
411,Arcot Road,1181.0,2,75.0,2
412,Arcot Road,1105.0,2,90.0,2
413,Arcot Road,720.0,1,60.0,1
414,Arcot Road,1040.0,2,45.0,2
415,Arcot Road,1330.0,2,77.0,2
416,Arcot Road,1200.0,2,49.0,2
417,Arcot Road,1185.0,2,67.0,2
418,Arcot Road,1000.0,2,50.0,2
419,Arcot Road,1650.0,3,90.75,3
420,Arcot Road,1650.0,3,101.0,3
421,Arcot Road,1310.0,2,80.43,2
422,Arcot Road,600.0,1,27.0,2
423,Arcot Road,1430.0,2,87.8,2
424,Arcot Road,1020.0,2,42.83,2
425,Arcot Road,1540.0,3,80.0,3
426,Arcot Road,1195.0,2,35.84,2
427,Arcot Road,1683.0,3,115.0,3
428,Arcot Road,1800.0,3,125.0,3
429,Arcot Road,1175.0,2,41.13,2
430,Arcot Road,1750.0,2,89.0,3
431,Arcot Road,1800.0,3,175.0,3
432,Arcot Road,1450.0,2,50.75,2
433,Arcot Road,1770.0,3,108.0,3
434,Arcot Road,1800.0,3,125.0,3
435,Arcot Road,1200.0,3,74.52,3
436,Arcot Road,1100.0,2,63.0,2
437,Arcot Road,1020.0,2,40.79,2
438,Arcot Road,1260.0,2,75.0,2
439,Arcot Road,1426.0,3,85.0,3
440,Arcot Road,1700.0,2,150.0,2
441,Arcot Road,1200.0,2,150.0,4
442,Arcot Road,1500.0,2,120.0,3
443,Arcot Road,2400.0,3,510.0,5
444,Arcot Road,1240.0,2,59.52,3
445,Arcot Road,1250.0,2,110.0,2
446,Arcot Road,1260.0,2,95.0,3
447,Arcot Road,2400.0,2,300.0,3
448,Arcot Road,1400.0,2,100.0,2
449,Arcot Road,2800.0,3,425.0,5
450,Arcot Road,3000.0,3,450.0,3
451,Arcot Road,1200.0,2,198.0,3
452,Arcot Road,1245.0,2,125.0,2
453,Arcot Road,1305.0,2,58.7,3
454,Arcot Road,1145.0,2,58.4,2
455,Arcot Road,1650.0,3,118.0,3
456,Arcot Road,2400.0,4,240.0,4
457,Arcot Road,1350.0,2,68.0,3
458,Arcot Road,1305.0,2,59.0,3
459,Arcot Road,1305.0,2,60.0,3
460,Arcot Road,1200.0,2,42.0,2
461,Arcot Road,1305.0,2,59.0,3
462,Arcot Road,1480.0,3,75.48,3
463,Arcot Road,1305.0,2,59.0,3
464,Arcot Road,1304.0,2,111.0,2
465,Arcot Road,3000.0,6,150.0,6
466,Arcot Road,1085.0,2,50.0,2
467,Arcot Road,1500.0,2,100.0,3
468,Arcot Road,2100.0,3,147.0,4
469,Arcot Road,1420.0,2,95.0,3
470,Arcot Road,1300.0,2,58.5,3
471,Arcot Road,1305.0,2,49.0,3
472,Arcot Road,1035.0,2,35.77,2
473,Arcot Road,1355.0,2,61.0,3
474,Arcot Road,1510.0,3,47.57,3
475,Arcot Road,1650.0,3,51.98,3
476,Arcot Road,1630.0,3,51.35,3
477,Arcot Road,1510.0,3,47.57,3
478,Arcot Road,1315.0,2,49.0,3
479,Arcot Road,1540.0,3,48.51,3
480,Arcot Road,920.0,2,41.5,2
481,Arcot Road,1177.5,2,59.935,2
482,Arcot Road,4800.0,4,190.0,4
483,Arcot Road,2800.0,4,89.0,4
484,Arcot Road,2200.0,4,195.0,4
485,Arcot Road,1160.0,2,59.0,2
486,Arcot Road,1180.0,2,59.47,2
487,Arcot Road,1423.0,2,71.73,3
488,Arcot Road,1392.0,3,69.46,3
489,Arcot Road,1410.5,2,70.385,3
490,Arcot Road,4800.0,3,200.0,4
491,Arcot Road,1184.0,2,53.0,2
492,Arcot Road,1145.0,2,55.0,2
493,Arcot Road,1250.0,2,60.0,2
494,Arcot Road,1365.0,2,73.0,2
495,Arcot Road,1903.0,6,140.0,5
496,Arcot Road,1222.0,2,80.0,2
497,Arcot Road,870.0,2,38.0,2
498,Arcot Road,1200.0,2,60.0,2
499,Arcot Road,527.0,1,35.0,1
500,Arcot Road,1340.0,2,73.0,2
501,Arcot Road,1008.0,2,52.0,2
502,Arcot Road,1105.0,2,57.0,2
503,Arcot Road,1200.0,2,70.0,2
504,Arcot Road,1050.0,2,64.8,2
505,Arcot Road,753.0,3,59.5,2
506,Arcot Road,2500.0,4,140.0,3
507,Arcot Road,3012.0,6,250.0,4
508,Arcot Road,1665.0,3,110.0,3
509,Arcot Road,2370.0,4,195.0,3
510,Arcot Road,1100.0,2,66.0,2
511,Arcot Road,2895.5,2,246.0,4
512,Arcot Road,1113.0,2,70.0,2
513,Arcot Road,1200.0,2,73.2,2
514,Arcot Road,1070.0,2,87.0,2
515,Arcot Road,1776.0,3,124.0,3
516,Arcot Road,1776.0,3,150.0,3
517,Arcot Road,500.0,1,18.5,1
518,Arcot Road,1050.0,2,65.0,2
519,Arcot Road,1170.0,2,66.0,3
520,Arcot Road,595.0,1,33.32,1
521,Arcot Road,1445.0,3,95.0,3
522,Arcot Road,1640.0,2,120.0,3
523,Arcot Road,1460.0,2,90.0,3
524,Arcot Road,1179.0,2,66.02,2
525,Arcot Road,1122.5,2,58.935,2
526,Arcot Road,793.0,2,45.0,2
527,Arcot Road,1400.0,2,78.0,2
528,Arcot Road,1215.0,2,50.0,2
529,Arcot Road,1654.0,3,100.0,3
530,Arcot Road,1181.0,2,55.0,2
531,Arcot Road,1200.0,2,75.0,2
532,Arcot Road,595.0,1,31.83,1
533,Arcot Road,1105.0,2,51.0,2
534,Arcot Road,1255.0,2,65.26,2
535,Arcot Road,1550.0,3,82.0,3
536,Arcot Road,1650.0,3,122.0,3
537,Arcot Road,912.0,2,55.0,2
538,Arcot Road,1218.0,2,73.0,2
539,Arcot Road,1115.0,2,65.12,2
540,Arcot Road,1893.0,3,100.0,3
541,Arcot Road,1600.0,3,95.0,3
542,Arcot Road,1275.0,2,65.0,2
543,Arcot Road,892.0,2,39.0,2
544,Arcot Road,1260.0,2,70.0,2
545,Arcot Road,1157.0,2,40.0,2
546,Arcot Road,1150.0,2,65.0,2
547,Arcot Road,1100.0,2,39.0,2
548,Arcot Road,1725.0,3,110.0,3
549,Arcot Road,1850.0,6,150.0,6
550,Arcot Road,950.0,2,38.0,2
551,Arcot Road,1220.0,2,80.0,2
552,Arcot Road,1130.0,2,78.0,2
553,Arcot Road,1486.0,3,83.22,3
554,Arcot Road,1015.0,2,48.0,2
555,Arcot Road,1115.0,2,61.0,2
556,Arcot Road,1136.0,2,48.0,2
557,Arcot Road,2700.0,4,260.0,4
558,Arcot Road,1200.0,2,69.0,3
559,Arcot Road,1465.0,2,76.0,3
560,Arcot Road,1302.5,2,67.73,2
561,Arcot Road,1200.0,2,65.0,2
562,Arcot Road,1240.0,2,65.0,2
563,Arcot Road,1476.0,3,125.0,3
564,Arcot Road,1532.5,3,84.29,3
565,Arcot Road,1268.0,2,69.0,2
566,Arcot Road,1450.0,2,87.0,3
567,Arcot Road,2932.0,5,195.0,4
568,Arcot Road,960.0,2,58.0,2
569,Arcot Road,1750.0,3,130.0,3
570,Arcot Road,1275.0,2,73.0,2
571,Arcot Road,1240.0,2,71.0,2
572,Arcot Road,1215.0,2,68.0,2
573,Arcot Road,1215.0,2,68.0,2
574,Arcot Road,1894.0,3,115.0,3
575,Arcot Road,1693.0,3,89.0,3
576,Arcot Road,1280.0,2,60.16,2
577,Arcot Road,630.0,1,35.0,1
578,Arcot Road,1215.0,2,68.0,2
579,Arcot Road,1365.0,3,76.18,3
580,Arcot Road,1115.0,2,78.0,2
581,Arcot Road,1532.5,3,79.465,3
582,Arcot Road,1655.0,3,90.0,3
583,Arcot Road,1247.0,2,47.39,2
584,Arcot Road,1237.5,2,49.49,2
585,Arcot Road,1650.0,3,94.0,3
586,Arcot Road,905.0,2,65.0,2
587,Arcot Road,1000.0,2,50.0,2
588,Arcot Road,2185.0,3,120.0,4
589,Arcot Road,1012.0,2,45.0,2
590,Arcot Road,1460.0,2,80.0,3
591,Arcot Road,1340.0,2,85.0,2
