,location,total_sqft,bath,price,bhk
223,Barakambha Road,1073.0,2,52.36,2
224,Barakambha Road,1719.3,2,88.0,3
225,Barakambha Road,1780.0,3,88.0,3
226,Barakambha Road,1522.0,3,90.0,3
227,Barakambha Road,890.0,2,45.0,2
228,Barakambha Road,5000.0,4,300.0,4
229,Barakambha Road,1050.0,2,35.0,2
230,Barakambha Road,1331.95,2,69.0,2
231,Barakambha Road,1100.0,2,45.0,2
232,Barakambha Road,1028.0,2,42.0,2
233,Barakambha Road,1199.0,2,65.0,2
234,Barakambha Road,1080.0,2,55.0,2
235,Barakambha Road,1123.0,2,64.0,2
236,Barakambha Road,1308.0,2,60.0,2
237,Barakambha Road,1005.0,2,55.0,2
238,Barakambha Road,985.0,2,40.39,2
239,Barakambha Road,2200.0,6,68.0,6
240,Barakambha Road,765.0,2,30.0,1
241,Barakambha Road,880.0,2,35.0,2
242,Barakambha Road,795.0,2,32.54,2
243,Barakambha Road,1005.0,2,39.59,2
244,Barakambha Road,734.0,1,19.82,1
245,Barakambha Road,1020.0,2,41.82,2
246,Barakambha Road,985.0,2,40.39,2
247,Barakambha Road,2500.0,6,81.0,6
248,Barakambha Road,795.0,2,32.54,2
249,Barakambha Road,1130.0,2,46.33,2
250,Barakambha Road,795.0,1,32.6,2
251,Barakambha Road,3000.0,8,150.0,8
252,Barakambha Road,985.0,2,38.92,2
253,Barakambha Road,1000.0,2,41.0,2
254,Barakambha Road,995.0,2,40.8,2
255,Barakambha Road,1020.0,2,40.8,2
256,Barakambha Road,1388.0,2,57.0,2
257,Barakambha Road,1070.0,2,54.0,2
258,Barakambha Road,1280.0,2,58.0,2
259,Barakambha Road,1662.0,3,85.1,3
260,Barakambha Road,1897.0,3,120.0,3
261,Barakambha Road,1410.0,2,75.0,3
262,Barakambha Road,1360.0,2,85.0,3
263,Barakambha Road,1410.0,2,80.0,3
264,Barakambha Road,1662.0,3,85.0,3
265,Barakambha Road,1662.0,3,85.5,3
266,Barakambha Road,1280.0,2,60.0,2
267,Barakambha Road,1666.0,3,95.0,3
268,Barakambha Road,1575.0,3,90.0,3
269,Barakambha Road,1430.0,2,75.0,3
270,Barakambha Road,1419.0,2,73.0,3
271,Barakambha Road,1280.0,2,60.0,2
272,Barakambha Road,1200.0,2,50.0,2
273,Barakambha Road,1092.0,2,60.0,2
274,Barakambha Road,1690.0,3,85.0,3
275,Barakambha Road,1897.0,4,93.0,3
276,Barakambha Road,1884.0,3,98.0,3
277,Barakambha Road,1314.0,2,68.8,2
278,Barakambha Road,1690.0,3,85.0,3
279,Barakambha Road,1265.0,2,67.0,2
280,Barakambha Road,1126.0,2,55.0,2
281,Barakambha Road,1662.0,3,90.0,3
282,Barakambha Road,1420.0,2,75.0,3
283,Barakambha Road,1412.0,2,88.0,3
284,Barakambha Road,1434.0,3,84.0,3
285,Barakambha Road,1890.0,4,100.0,3
286,Barakambha Road,1419.0,2,87.0,3
287,Barakambha Road,1300.0,2,54.0,2
288,Barakambha Road,1690.0,3,85.0,3
289,Barakambha Road,1113.0,2,52.0,2
290,Barakambha Road,1820.0,4,95.0,3
291,Barakambha Road,1100.0,2,48.0,2
292,Barakambha Road,1896.0,3,102.0,3
293,Barakambha Road,1300.0,2,66.0,2
294,Barakambha Road,1225.0,2,68.0,2
295,Barakambha Road,1179.0,2,51.0,2
296,Barakambha Road,1421.0,2,73.0,3
297,Barakambha Road,1893.0,4,95.0,3
298,Barakambha Road,900.0,2,45.0,2
299,Barakambha Road,1105.0,2,75.0,2
300,Barakambha Road,1800.0,3,110.0,3
301,Barakambha Road,1150.0,2,80.0,2
302,Barakambha Road,1250.0,2,66.25,2
303,Barakambha Road,1332.0,2,79.0,2
304,Barakambha Road,1730.0,3,120.0,3
305,Barakambha Road,1230.0,2,66.25,2
306,Barakambha Road,1351.0,2,77.0,2
307,Barakambha Road,1303.0,2,80.0,2
308,Barakambha Road,1607.0,2,112.0,3
309,Barakambha Road,770.0,1,43.82,1
310,Barakambha Road,1700.0,2,76.0,2
311,Barakambha Road,1060.0,2,58.5,2
312,Barakambha Road,1650.0,3,100.0,3
313,Barakambha Road,1607.0,2,112.0,3
314,Barakambha Road,1198.0,2,80.0,2
315,Barakambha Road,1935.0,4,130.0,3
316,Barakambha Road,1424.0,2,90.0,2
317,Barakambha Road,2225.0,4,169.0,3
318,Barakambha Road,1862.0,3,120.0,3
319,Barakambha Road,1850.0,4,139.0,3
320,Barakambha Road,1936.0,4,126.0,3
321,Barakambha Road,1862.0,3,119.0,3
322,Barakambha Road,1424.0,2,90.0,2
323,Barakambha Road,2150.0,4,125.0,3
324,Barakambha Road,3530.0,4,290.0,4
325,Barakambha Road,1856.0,3,120.0,3
326,Barakambha Road,1852.0,3,130.0,3
327,Barakambha Road,1850.0,4,120.0,3
328,Barakambha Road,1367.0,2,86.0,2
329,Barakambha Road,3565.0,4,255.0,4
330,Barakambha Road,1409.0,2,95.0,2
331,Barakambha Road,1950.0,4,120.0,3
332,Barakambha Road,1921.0,4,129.0,3
333,Barakambha Road,1920.0,4,121.0,3
334,Barakambha Road,1935.0,4,125.0,3
335,Barakambha Road,1852.0,4,122.0,3
336,Barakambha Road,1950.0,4,120.0,3
337,Barakambha Road,1852.0,3,125.0,3
338,Barakambha Road,1850.0,4,121.0,3
339,Barakambha Road,1425.0,2,94.0,2
340,Barakambha Road,2395.0,4,150.0,3
341,Barakambha Road,900.0,2,40.0,2
342,Barakambha Road,1200.0,2,55.0,2
343,Barakambha Road,1900.0,3,135.0,3
344,Barakambha Road,924.0,2,45.0,2
345,Barakambha Road,900.0,2,60.0,2
346,Barakambha Road,1100.0,2,45.0,2
347,Barakambha Road,1200.0,2,55.0,2
348,Barakambha Road,1450.0,2,85.0,3
349,Barakambha Road,1200.0,2,55.0,2
350,Barakambha Road,1250.0,2,79.0,2
351,Barakambha Road,1190.0,2,50.0,2
352,Barakambha Road,1202.0,2,65.0,2
353,Barakambha Road,1340.0,2,75.0,2
354,Barakambha Road,2650.0,4,175.0,3
355,Barakambha Road,1450.0,2,90.0,3
356,Barakambha Road,1025.0,2,42.0,2
357,Barakambha Road,485.0,1,19.5,1
358,Barakambha Road,1167.0,2,43.76,2
359,Barakambha Road,1000.0,2,55.0,2
360,Barakambha Road,1141.0,2,42.79,2
361,Barakambha Road,1200.0,2,67.0,2
362,Barakambha Road,1200.0,2,58.0,2
363,Barakambha Road,1151.0,2,43.1,2
364,Barakambha Road,1141.0,2,42.75,2
365,Barakambha Road,900.0,2,48.0,2
366,Barakambha Road,1749.0,4,90.0,4
367,Barakambha Road,1151.0,2,42.9,2
368,Barakambha Road,1250.0,2,45.0,2
369,Barakambha Road,1151.0,2,43.16,2
370,Barakambha Road,1200.0,2,58.0,2
371,Barakambha Road,1200.0,2,66.0,3
372,Barakambha Road,1415.0,2,74.0,3
373,Barakambha Road,1200.0,2,50.0,2
374,Barakambha Road,1141.0,2,50.0,2
375,Barakambha Road,500.0,1,14.0,1
376,Barakambha Road,1100.0,2,31.5,2
377,Barakambha Road,982.0,2,24.55,2
378,Barakambha Road,500.0,2,14.0,1
379,Barakambha Road,900.0,2,22.5,2
380,Barakambha Road,908.0,2,26.0,2
381,Barakambha Road,870.0,2,36.0,2
382,Barakambha Road,937.0,2,35.0,2
383,Barakambha Road,960.0,2,37.0,2
384,Barakambha Road,500.0,1,14.0,1
385,Barakambha Road,1000.0,2,29.7,2
386,Barakambha Road,850.0,2,25.99,2
387,Barakambha Road,902.0,2,25.26,2
388,Barakambha Road,1470.0,3,54.0,3
389,Barakambha Road,810.0,2,25.5,2
390,Barakambha Road,890.0,2,27.0,2
391,Barakambha Road,1200.0,2,36.0,2
392,Barakambha Road,1319.0,3,42.0,3
393,Barakambha Road,1000.0,2,25.0,2
394,Barakambha Road,902.0,2,25.0,2
395,Barakambha Road,930.0,2,25.99,2
396,Barakambha Road,1074.0,2,26.85,2
397,Barakambha Road,500.0,1,14.0,1
398,Barakambha Road,1010.0,2,38.0,2
399,Barakambha Road,992.0,2,24.8,2
400,Barakambha Road,656.0,2,22.0,2
401,Barakambha Road,620.0,2,22.0,2
402,Barakambha Road,600.0,1,16.5,1
403,Barakambha Road,925.0,2,40.0,2
404,Barakambha Road,530.0,1,18.0,1
405,Barakambha Road,1800.0,3,68.0,3
406,Barakambha Road,351.0,1,16.0,1
407,Barakambha Road,1035.0,2,38.3,2
408,Barakambha Road,888.0,2,34.0,2
409,Barakambha Road,1200.0,2,36.0,4
410,Barakambha Road,766.0,2,28.0,2
411,Barakambha Road,967.0,2,45.0,3
412,Barakambha Road,620.0,1,23.5,2
413,Barakambha Road,1150.0,3,45.0,3
414,Barakambha Road,400.0,1,11.5,1
415,Barakambha Road,456.0,1,15.0,1
416,Barakambha Road,2400.0,4,95.0,3
417,Barakambha Road,420.0,1,12.5,1
418,Barakambha Road,614.0,1,28.0,2
419,Barakambha Road,1140.0,2,52.0,2
420,Barakambha Road,625.0,1,25.0,2
421,Barakambha Road,1850.0,4,86.0,4
422,Barakambha Road,1070.0,2,39.0,2
423,Barakambha Road,1500.0,3,121.0,3
424,Barakambha Road,1070.0,2,37.0,2
425,Barakambha Road,950.0,2,40.0,2
426,Barakambha Road,1280.0,2,45.0,3
427,Barakambha Road,710.0,2,25.0,2
428,Barakambha Road,950.0,2,32.0,2
429,Barakambha Road,1800.0,4,55.0,4
430,Barakambha Road,1843.0,3,87.54,3
431,"Central Delhi , Chandni chowk",1076.0,2,30.13,2
432,"Central Delhi , Chandni chowk",950.0,2,30.0,2
433,"Central Delhi , Chandni chowk",1750.0,3,100.0,3
434,"Central Delhi , Chandni chowk",3198.0,4,200.0,4
435,"Central Delhi , Chandni chowk",2422.0,4,160.0,4
436,"Central Delhi , Chandni chowk",1750.0,3,100.0,3
437,"Central Delhi , Chandni chowk",3200.0,4,205.0,4
438,"Central Delhi , Chandni chowk",1728.0,3,95.0,3
439,"Central Delhi , Chandni chowk",2062.0,3,140.0,4
440,"Central Delhi , Chandni chowk",1732.46,3,92.0,3
441,"Central Delhi , Chandni chowk",2062.0,3,150.0,4
442,"Central Delhi , Chandni chowk",1224.0,2,70.0,2
443,"Central Delhi , Chandni chowk",1777.26,3,105.0,3
444,"Central Delhi , Chandni chowk",1650.0,3,82.0,3
445,"Central Delhi , Chandni chowk",2062.0,3,140.0,4
446,"Central Delhi , Chandni chowk",1650.0,3,82.0,3
447,"Central Delhi , Chandni chowk",1224.0,2,67.0,2
448,"Central Delhi , Chandni chowk",1723.0,3,95.0,3
449,"Central Delhi , Chandni chowk",1777.26,3,89.0,3
450,"Central Delhi , Chandni chowk",1777.26,3,92.0,3
451,"Central Delhi , Chandni chowk",2060.0,3,140.0,3
452,"Central Delhi , Chandni chowk",920.0,2,40.0,2
453,"Central Delhi , Chandni chowk",1740.0,2,95.0,3
454,"Central Delhi , Chandni chowk",1190.0,2,55.0,2
455,"Central Delhi , Chandni chowk",600.0,1,28.0,1
456,"Central Delhi , Chandni chowk",2072.0,3,108.0,3
457,"Central Delhi , Chandni chowk",1100.0,2,55.0,2
458,"Central Delhi , Chandni chowk",900.0,2,50.0,2
459,"Central Delhi , Chandni chowk",2710.0,6,142.0,4
460,"Central Delhi , Chandni chowk",1240.0,2,60.0,2
461,"Central Delhi , Chandni chowk",900.0,2,44.5,2
462,"Central Delhi , karol bagh",450.0,1,11.0,1
463,"Central Delhi , karol bagh",1600.0,4,52.8,4
464,"Central Delhi , karol bagh",656.0,2,25.0,2
465,"Central Delhi , karol bagh",400.0,1,11.0,1
466,"Central Delhi , karol bagh",400.0,1,12.0,1
467,"Central Delhi , karol bagh",400.0,1,14.0,1
468,"Central Delhi , karol bagh",500.0,1,17.0,1
469,"Central Delhi , karol bagh",2168.0,4,95.0,4
470,"Central Delhi , karol bagh",395.0,1,10.25,1
471,"Central Delhi , karol bagh",420.0,1,17.0,1
472,"Central Delhi , karol bagh",418.0,1,12.0,1
473,"Central Delhi , karol bagh",1200.0,2,42.0,2
474,"Central Delhi , karol bagh",400.0,1,10.0,1
475,"Central Delhi , karol bagh",695.0,1,25.0,2
476,"Central Delhi , karol bagh",850.0,1,25.0,2
477,"Central Delhi , karol bagh",2400.0,3,120.0,3
478,"Central Delhi , karol bagh",450.0,1,12.5,1
479,"Central Delhi , karol bagh",782.0,1,19.55,1
480,"Central Delhi , karol bagh",656.0,2,25.0,2
481,"Central Delhi , karol bagh",400.0,1,11.5,1
482,"Central Delhi , karol bagh",460.0,1,13.0,1
483,"Central Delhi , karol bagh",418.0,2,11.5,1
484,"Central Delhi , karol bagh",1000.0,2,42.0,2
485,"Central Delhi , karol bagh",550.0,1,11.5,1
486,"Central Delhi , karol bagh",410.0,1,10.0,1
487,"Central Delhi , karol bagh",1700.0,3,65.0,3
488,"Central Delhi , karol bagh",400.0,1,10.25,1
489,"Central Delhi , karol bagh",656.0,2,25.0,2
490,"Central Delhi , karol bagh",1500.0,3,90.0,3
491,"Central Delhi , karol bagh",520.0,1,15.0,1
492,"Central Delhi , karol bagh",1060.0,2,55.0,2
493,"Central Delhi , karol bagh",999.0,2,45.0,2
494,"Central Delhi , karol bagh",2400.0,4,225.0,5
495,"Central Delhi , karol bagh",1194.0,2,65.0,2
496,"Central Delhi , karol bagh",1200.0,2,67.0,2
497,"Central Delhi , karol bagh",2400.0,2,228.0,2
498,"Central Delhi , karol bagh",1194.0,2,65.0,2
499,"Central Delhi , karol bagh",1260.0,5,185.0,3
500,"Central Delhi , karol bagh",950.0,2,52.0,2
501,"Central Delhi , karol bagh",1850.0,3,170.0,3
502,"Central Delhi , karol bagh",1200.0,2,80.0,2
503,"Central Delhi , karol bagh",1274.0,2,70.0,2
504,"Central Delhi , karol bagh",1070.0,2,48.0,2
505,"Central Delhi , karol bagh",1280.0,2,80.0,2
506,"Central Delhi , karol bagh",1100.0,2,70.0,2
507,"Central Delhi , karol bagh",1000.0,2,58.0,2
508,"Central Delhi , karol bagh",2990.0,5,416.0,5
509,"Central Delhi , karol bagh",1265.0,2,55.0,2
510,"Central Delhi , karol bagh",2200.0,3,220.0,3
511,"Central Delhi , karol bagh",2780.0,4,325.0,3
512,"Central Delhi , karol bagh",2400.0,2,360.0,3
513,"Central Delhi , karol bagh",965.0,2,56.0,2
514,"Central Delhi , karol bagh",1147.0,2,75.0,2
515,"Central Delhi , karol bagh",1750.0,3,172.0,3
516,"Central Delhi , karol bagh",1400.0,2,90.0,2
517,"Central Delhi , karol bagh",1200.0,2,70.0,2
518,"Central Delhi , karol bagh",1100.0,2,47.0,2
519,"Central Delhi , karol bagh",930.0,2,46.0,2
520,"Central Delhi , karol bagh",2500.0,3,345.0,3
521,"Central Delhi , karol bagh",1150.0,2,63.0,2
522,"Central Delhi , karol bagh",3300.0,6,165.0,6
523,"Central Delhi , karol bagh",1450.0,2,81.0,3
524,"Central Delhi , karol bagh",1776.0,2,75.0,3
525,"Central Delhi , karol bagh",1458.0,3,79.0,3
526,"Central Delhi , karol bagh",935.0,2,51.5,2
527,"Central Delhi , karol bagh",1020.0,2,46.5,2
528,"Central Delhi , karol bagh",1600.0,3,112.0,3
529,"Central Delhi , karol bagh",1300.0,2,75.0,3
530,"Central Delhi , karol bagh",1540.0,2,78.0,3
531,"Central Delhi , karol bagh",450.0,1,20.0,1
532,"Central Delhi , karol bagh",1196.0,2,56.81,2
533,"Central Delhi , karol bagh",1470.0,2,99.0,3
534,"Central Delhi , karol bagh",1611.0,2,66.0,3
535,"Central Delhi , karol bagh",1675.0,3,75.0,3
536,"Central Delhi , karol bagh",1141.0,2,46.0,2
537,"Central Delhi , karol bagh",1500.0,2,57.0,2
538,"Central Delhi , karol bagh",1050.0,2,45.0,2
539,"Central Delhi , karol bagh",1141.0,2,45.9,2
540,"Central Delhi , karol bagh",1230.0,3,53.0,3
541,"Central Delhi , karol bagh",1105.0,2,40.0,2
542,"Central Delhi , karol bagh",1410.0,2,65.0,3
543,"Central Delhi , karol bagh",1450.0,2,55.99,2
544,"Central Delhi , karol bagh",1100.0,2,38.0,2
545,"Central Delhi , karol bagh",1061.0,2,33.84,2
546,"Central Delhi , karol bagh",1061.0,2,38.95,2
547,"Central Delhi , karol bagh",1061.0,2,34.0,2
548,"Central Delhi , karol bagh",1245.0,2,58.0,2
549,"Central Delhi , karol bagh",1494.0,2,94.55,3
550,"Central Delhi , karol bagh",1274.0,2,81.0,2
551,"Central Delhi , karol bagh",1842.0,3,115.0,3
552,"Central Delhi , karol bagh",1494.0,2,94.55,3
553,"Central Delhi , karol bagh",1274.0,2,81.0,2
554,"Central Delhi , karol bagh",1494.0,2,94.55,3
555,"Central Delhi , karol bagh",1842.0,3,115.0,3
556,"Central Delhi , karol bagh",1842.0,3,115.0,3
557,"Central Delhi , karol bagh",1842.0,3,115.0,3
558,"Central Delhi , karol bagh",1210.0,2,80.9,2
559,"Central Delhi , karol bagh",1210.0,2,72.0,2
560,"Central Delhi , karol bagh",1205.0,2,78.5,2
561,"Central Delhi , karol bagh",790.5,1,41.9,1
562,"Central Delhi , karol bagh",1020.07,2,68.38,2
563,"Central Delhi , karol bagh",1205.47,2,81.0,2
564,"Central Delhi , karol bagh",1007.0,2,65.0,2
565,"Central Delhi , karol bagh",1210.0,2,74.0,2
566,"Central Delhi , karol bagh",1210.0,2,83.0,2
